# H0 Om w
7.009966925140422234e+01 3.504221564944949852e-01 -1.275506623982901377e+00
7.070884668171829901e+01 3.939355507581106530e-01 -1.234985566988260564e+00
7.070884668171829901e+01 3.939355507581106530e-01 -1.234985566988260564e+00
7.148379023030220480e+01 3.901527921206623950e-01 -1.353141689512201706e+00
7.148379023030220480e+01 3.901527921206623950e-01 -1.353141689512201706e+00
7.148379023030220480e+01 3.901527921206623950e-01 -1.353141689512201706e+00
7.148379023030220480e+01 3.901527921206623950e-01 -1.353141689512201706e+00
7.148379023030220480e+01 3.901527921206623950e-01 -1.353141689512201706e+00
7.201860357708618210e+01 3.647624833760313434e-01 -1.325445604252333487e+00
7.201860357708618210e+01 3.647624833760313434e-01 -1.325445604252333487e+00
7.201860357708618210e+01 3.647624833760313434e-01 -1.325445604252333487e+00
7.201860357708618210e+01 3.647624833760313434e-01 -1.325445604252333487e+00
7.201860357708618210e+01 3.647624833760313434e-01 -1.325445604252333487e+00
7.201860357708618210e+01 3.647624833760313434e-01 -1.325445604252333487e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.974243758990003528e+01 3.522320317585028726e-01 -1.169359830829351354e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
6.950176196326096090e+01 3.767659837864302252e-01 -1.161363591713626242e+00
7.162781635073457664e+01 3.518490934062264985e-01 -1.233681310489909588e+00
7.162781635073457664e+01 3.518490934062264985e-01 -1.233681310489909588e+00
7.162781635073457664e+01 3.518490934062264985e-01 -1.233681310489909588e+00
7.162781635073457664e+01 3.518490934062264985e-01 -1.233681310489909588e+00
7.162781635073457664e+01 3.518490934062264985e-01 -1.233681310489909588e+00
7.162781635073457664e+01 3.518490934062264985e-01 -1.233681310489909588e+00
7.162781635073457664e+01 3.518490934062264985e-01 -1.233681310489909588e+00
7.162781635073457664e+01 3.518490934062264985e-01 -1.233681310489909588e+00
7.247491793714657149e+01 3.028184487148509185e-01 -1.281896663070839049e+00
7.247491793714657149e+01 3.028184487148509185e-01 -1.281896663070839049e+00
7.247491793714657149e+01 3.028184487148509185e-01 -1.281896663070839049e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
7.151905028162337885e+01 3.066245426688531395e-01 -1.208276222055055804e+00
6.944234858710476033e+01 3.755795780584135768e-01 -1.121615558417852432e+00
6.944234858710476033e+01 3.755795780584135768e-01 -1.121615558417852432e+00
6.775618698242696780e+01 3.929654583715775917e-01 -1.103276876273776352e+00
6.775618698242696780e+01 3.929654583715775917e-01 -1.103276876273776352e+00
6.775618698242696780e+01 3.929654583715775917e-01 -1.103276876273776352e+00
6.775618698242696780e+01 3.929654583715775917e-01 -1.103276876273776352e+00
6.775618698242696780e+01 3.929654583715775917e-01 -1.103276876273776352e+00
6.775618698242696780e+01 3.929654583715775917e-01 -1.103276876273776352e+00
6.775618698242696780e+01 3.929654583715775917e-01 -1.103276876273776352e+00
6.775618698242696780e+01 3.929654583715775917e-01 -1.103276876273776352e+00
6.984781506582166344e+01 3.802056110449174020e-01 -1.267208430430797339e+00
6.998749147897790124e+01 3.855330151870366429e-01 -1.262771377231040049e+00
7.078719140554143507e+01 3.219115531403999864e-01 -1.175819900820451736e+00
7.078719140554143507e+01 3.219115531403999864e-01 -1.175819900820451736e+00
7.078719140554143507e+01 3.219115531403999864e-01 -1.175819900820451736e+00
7.078719140554143507e+01 3.219115531403999864e-01 -1.175819900820451736e+00
7.078719140554143507e+01 3.219115531403999864e-01 -1.175819900820451736e+00
7.161829609623784165e+01 3.014655876063043194e-01 -1.187700491616471732e+00
7.192598061645800556e+01 3.367839445666654385e-01 -1.222487234476187901e+00
6.935448725296163275e+01 3.357811518632823344e-01 -1.127104997194240399e+00
6.935448725296163275e+01 3.357811518632823344e-01 -1.127104997194240399e+00
6.911407996822389066e+01 3.602945930104508032e-01 -1.189916431779462158e+00
6.911407996822389066e+01 3.602945930104508032e-01 -1.189916431779462158e+00
6.911407996822389066e+01 3.602945930104508032e-01 -1.189916431779462158e+00
6.911407996822389066e+01 3.602945930104508032e-01 -1.189916431779462158e+00
6.969097660634979263e+01 3.604276561133099022e-01 -1.154548518143900360e+00
6.969097660634979263e+01 3.604276561133099022e-01 -1.154548518143900360e+00
6.969097660634979263e+01 3.604276561133099022e-01 -1.154548518143900360e+00
6.969097660634979263e+01 3.604276561133099022e-01 -1.154548518143900360e+00
6.923936820333057085e+01 3.401424712051863697e-01 -1.022376971449738825e+00
6.923936820333057085e+01 3.401424712051863697e-01 -1.022376971449738825e+00
7.108642763277555332e+01 3.226285640161752899e-01 -1.061682099446221050e+00
7.108642763277555332e+01 3.226285640161752899e-01 -1.061682099446221050e+00
6.957375625758906779e+01 3.132761066758710800e-01 -9.948187842100216782e-01
6.957375625758906779e+01 3.132761066758710800e-01 -9.948187842100216782e-01
6.957375625758906779e+01 3.132761066758710800e-01 -9.948187842100216782e-01
6.957375625758906779e+01 3.132761066758710800e-01 -9.948187842100216782e-01
7.041774747148268432e+01 2.858926174021124145e-01 -1.034910181896375292e+00
7.041774747148268432e+01 2.858926174021124145e-01 -1.034910181896375292e+00
6.975854787927848122e+01 3.223559526795579666e-01 -1.100397895881463306e+00
6.975854787927848122e+01 3.223559526795579666e-01 -1.100397895881463306e+00
6.975854787927848122e+01 3.223559526795579666e-01 -1.100397895881463306e+00
6.975854787927848122e+01 3.223559526795579666e-01 -1.100397895881463306e+00
6.975854787927848122e+01 3.223559526795579666e-01 -1.100397895881463306e+00
6.975854787927848122e+01 3.223559526795579666e-01 -1.100397895881463306e+00
6.975854787927848122e+01 3.223559526795579666e-01 -1.100397895881463306e+00
6.975854787927848122e+01 3.223559526795579666e-01 -1.100397895881463306e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.031502846844082910e+01 3.083785762726097834e-01 -1.075149811165089897e+00
7.056706052314498834e+01 2.812830969595735975e-01 -1.061242704396839986e+00
7.056706052314498834e+01 2.812830969595735975e-01 -1.061242704396839986e+00
7.056706052314498834e+01 2.812830969595735975e-01 -1.061242704396839986e+00
7.100161673207158231e+01 2.732682936123825845e-01 -1.018349529151957755e+00
7.100161673207158231e+01 2.732682936123825845e-01 -1.018349529151957755e+00
7.100161673207158231e+01 2.732682936123825845e-01 -1.018349529151957755e+00
7.100161673207158231e+01 2.732682936123825845e-01 -1.018349529151957755e+00
7.100161673207158231e+01 2.732682936123825845e-01 -1.018349529151957755e+00
7.100161673207158231e+01 2.732682936123825845e-01 -1.018349529151957755e+00
7.133272003185727783e+01 2.734380438499076083e-01 -1.030567341788325875e+00
7.133272003185727783e+01 2.734380438499076083e-01 -1.030567341788325875e+00
6.978646375048302275e+01 2.930831555728803384e-01 -9.972291522609468828e-01
6.978646375048302275e+01 2.930831555728803384e-01 -9.972291522609468828e-01
6.978646375048302275e+01 2.930831555728803384e-01 -9.972291522609468828e-01
6.978646375048302275e+01 2.930831555728803384e-01 -9.972291522609468828e-01
6.978646375048302275e+01 2.930831555728803384e-01 -9.972291522609468828e-01
6.915225393043687063e+01 2.971648625427402712e-01 -9.247734239353800900e-01
7.016406235102905953e+01 2.162000939059814664e-01 -8.293288322893807019e-01
7.016406235102905953e+01 2.162000939059814664e-01 -8.293288322893807019e-01
7.016406235102905953e+01 2.162000939059814664e-01 -8.293288322893807019e-01
7.016406235102905953e+01 2.162000939059814664e-01 -8.293288322893807019e-01
7.016406235102905953e+01 2.162000939059814664e-01 -8.293288322893807019e-01
7.016406235102905953e+01 2.162000939059814664e-01 -8.293288322893807019e-01
7.016406235102905953e+01 2.162000939059814664e-01 -8.293288322893807019e-01
7.016406235102905953e+01 2.162000939059814664e-01 -8.293288322893807019e-01
7.016406235102905953e+01 2.162000939059814664e-01 -8.293288322893807019e-01
6.960125261101043748e+01 1.900029231710580746e-01 -7.738141633764541449e-01
6.960125261101043748e+01 1.900029231710580746e-01 -7.738141633764541449e-01
7.052667845226227428e+01 2.224452969209015363e-01 -8.591398950153632530e-01
7.052667845226227428e+01 2.224452969209015363e-01 -8.591398950153632530e-01
7.052667845226227428e+01 2.224452969209015363e-01 -8.591398950153632530e-01
6.922595614582552059e+01 2.593777477811469168e-01 -8.280882858187452733e-01
6.900832922050959439e+01 2.011260199342490562e-01 -6.868214712755698059e-01
6.900832922050959439e+01 2.011260199342490562e-01 -6.868214712755698059e-01
6.951868217324738453e+01 2.571352722285531467e-01 -8.055675156800908843e-01
6.915585155596620837e+01 2.517725777837144796e-01 -8.048702066449042736e-01
6.915585155596620837e+01 2.517725777837144796e-01 -8.048702066449042736e-01
6.915585155596620837e+01 2.517725777837144796e-01 -8.048702066449042736e-01
6.915585155596620837e+01 2.517725777837144796e-01 -8.048702066449042736e-01
6.915585155596620837e+01 2.517725777837144796e-01 -8.048702066449042736e-01
6.915585155596620837e+01 2.517725777837144796e-01 -8.048702066449042736e-01
6.842865938295065575e+01 2.525173196854242352e-01 -8.111793705891711115e-01
6.842865938295065575e+01 2.525173196854242352e-01 -8.111793705891711115e-01
7.159765691450840563e+01 1.584326690611322364e-01 -8.252856578593517067e-01
7.159765691450840563e+01 1.584326690611322364e-01 -8.252856578593517067e-01
7.159765691450840563e+01 1.584326690611322364e-01 -8.252856578593517067e-01
7.159765691450840563e+01 1.584326690611322364e-01 -8.252856578593517067e-01
7.159765691450840563e+01 1.584326690611322364e-01 -8.252856578593517067e-01
7.159765691450840563e+01 1.584326690611322364e-01 -8.252856578593517067e-01
7.159765691450840563e+01 1.584326690611322364e-01 -8.252856578593517067e-01
7.159765691450840563e+01 1.584326690611322364e-01 -8.252856578593517067e-01
7.159765691450840563e+01 1.584326690611322364e-01 -8.252856578593517067e-01
7.133617809336278981e+01 1.834582341218176094e-01 -7.830195332476985737e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.899655919355552669e+01 2.228742358711832683e-01 -7.693629434624783547e-01
6.905099468637702387e+01 2.766063855181076780e-01 -8.219872600795022910e-01
6.905099468637702387e+01 2.766063855181076780e-01 -8.219872600795022910e-01
6.905099468637702387e+01 2.766063855181076780e-01 -8.219872600795022910e-01
6.905099468637702387e+01 2.766063855181076780e-01 -8.219872600795022910e-01
6.905099468637702387e+01 2.766063855181076780e-01 -8.219872600795022910e-01
6.905099468637702387e+01 2.766063855181076780e-01 -8.219872600795022910e-01
6.905099468637702387e+01 2.766063855181076780e-01 -8.219872600795022910e-01
6.966622747400612070e+01 2.304454307244458156e-01 -8.170662655304044009e-01
6.966622747400612070e+01 2.304454307244458156e-01 -8.170662655304044009e-01
6.934369504220359204e+01 2.623178552903056016e-01 -8.050675742293018633e-01
7.042974241214943731e+01 2.579620632716018713e-01 -8.319716047118643765e-01
7.042974241214943731e+01 2.579620632716018713e-01 -8.319716047118643765e-01
6.979105781638497774e+01 2.048240870388579882e-01 -8.400472882964106214e-01
7.137921874577895665e+01 1.877025031382665299e-01 -8.604260910424844644e-01
7.137921874577895665e+01 1.877025031382665299e-01 -8.604260910424844644e-01
7.225172911352710514e+01 1.965461163797255495e-01 -9.415640350575259498e-01
7.225172911352710514e+01 1.965461163797255495e-01 -9.415640350575259498e-01
7.225172911352710514e+01 1.965461163797255495e-01 -9.415640350575259498e-01
7.225172911352710514e+01 1.965461163797255495e-01 -9.415640350575259498e-01
7.301721138188801774e+01 2.106464430935801324e-01 -9.932054480982469569e-01
7.301721138188801774e+01 2.106464430935801324e-01 -9.932054480982469569e-01
7.301721138188801774e+01 2.106464430935801324e-01 -9.932054480982469569e-01
7.301721138188801774e+01 2.106464430935801324e-01 -9.932054480982469569e-01
7.301721138188801774e+01 2.106464430935801324e-01 -9.932054480982469569e-01
7.301721138188801774e+01 2.106464430935801324e-01 -9.932054480982469569e-01
7.127224959868514986e+01 2.247789714955572005e-01 -9.809347068851036466e-01
7.127224959868514986e+01 2.247789714955572005e-01 -9.809347068851036466e-01
7.127224959868514986e+01 2.247789714955572005e-01 -9.809347068851036466e-01
7.099460010114589181e+01 2.354169959765995412e-01 -8.970391818104042070e-01
7.099460010114589181e+01 2.354169959765995412e-01 -8.970391818104042070e-01
7.018303783972579879e+01 2.087390137347059915e-01 -7.792281412060776402e-01
7.018303783972579879e+01 2.087390137347059915e-01 -7.792281412060776402e-01
6.996039029106441376e+01 1.594469005135564776e-01 -7.738563177338573240e-01
6.996039029106441376e+01 1.594469005135564776e-01 -7.738563177338573240e-01
6.996039029106441376e+01 1.594469005135564776e-01 -7.738563177338573240e-01
6.996039029106441376e+01 1.594469005135564776e-01 -7.738563177338573240e-01
6.996039029106441376e+01 1.594469005135564776e-01 -7.738563177338573240e-01
7.016792178067460384e+01 1.733926021177894794e-01 -7.234843057228999008e-01
7.016792178067460384e+01 1.733926021177894794e-01 -7.234843057228999008e-01
7.016792178067460384e+01 1.733926021177894794e-01 -7.234843057228999008e-01
7.016792178067460384e+01 1.733926021177894794e-01 -7.234843057228999008e-01
7.016792178067460384e+01 1.733926021177894794e-01 -7.234843057228999008e-01
7.016792178067460384e+01 1.733926021177894794e-01 -7.234843057228999008e-01
7.016792178067460384e+01 1.733926021177894794e-01 -7.234843057228999008e-01
7.016792178067460384e+01 1.733926021177894794e-01 -7.234843057228999008e-01
6.955900121350461518e+01 1.916432099842456382e-01 -7.025377137644831516e-01
6.955900121350461518e+01 1.916432099842456382e-01 -7.025377137644831516e-01
6.955900121350461518e+01 1.916432099842456382e-01 -7.025377137644831516e-01
6.955900121350461518e+01 1.916432099842456382e-01 -7.025377137644831516e-01
6.955900121350461518e+01 1.916432099842456382e-01 -7.025377137644831516e-01
6.955900121350461518e+01 1.916432099842456382e-01 -7.025377137644831516e-01
7.059106578278664301e+01 1.290758006922160805e-01 -7.091747426894424722e-01
7.059106578278664301e+01 1.290758006922160805e-01 -7.091747426894424722e-01
7.059106578278664301e+01 1.290758006922160805e-01 -7.091747426894424722e-01
7.059106578278664301e+01 1.290758006922160805e-01 -7.091747426894424722e-01
7.059106578278664301e+01 1.290758006922160805e-01 -7.091747426894424722e-01
7.059106578278664301e+01 1.290758006922160805e-01 -7.091747426894424722e-01
7.059106578278664301e+01 1.290758006922160805e-01 -7.091747426894424722e-01
7.059106578278664301e+01 1.290758006922160805e-01 -7.091747426894424722e-01
7.059106578278664301e+01 1.290758006922160805e-01 -7.091747426894424722e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.881515505229972973e+01 1.551849724361821503e-01 -6.371827552011430917e-01
6.952004468254034464e+01 1.809092393541950061e-01 -7.035344816551869496e-01
6.952004468254034464e+01 1.809092393541950061e-01 -7.035344816551869496e-01
6.952004468254034464e+01 1.809092393541950061e-01 -7.035344816551869496e-01
6.856561488568915763e+01 1.670373715483594868e-01 -6.428859045959192109e-01
6.816198176170425427e+01 9.890811647469156809e-02 -5.450870502249479665e-01
6.816198176170425427e+01 9.890811647469156809e-02 -5.450870502249479665e-01
6.816198176170425427e+01 9.890811647469156809e-02 -5.450870502249479665e-01
6.804023764364231397e+01 1.107896562699304116e-01 -6.091706399522613946e-01
6.804023764364231397e+01 1.107896562699304116e-01 -6.091706399522613946e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.881978898842596948e+01 1.340678528839419903e-01 -6.366767633983528851e-01
6.847992778807962111e+01 1.430632766661116551e-01 -5.840225641629657183e-01
6.847992778807962111e+01 1.430632766661116551e-01 -5.840225641629657183e-01
6.847992778807962111e+01 1.430632766661116551e-01 -5.840225641629657183e-01
6.847992778807962111e+01 1.430632766661116551e-01 -5.840225641629657183e-01
6.847992778807962111e+01 1.430632766661116551e-01 -5.840225641629657183e-01
6.847992778807962111e+01 1.430632766661116551e-01 -5.840225641629657183e-01
6.847992778807962111e+01 1.430632766661116551e-01 -5.840225641629657183e-01
6.847992778807962111e+01 1.430632766661116551e-01 -5.840225641629657183e-01
6.876355262547333780e+01 1.901423383180686488e-01 -6.549730494278821480e-01
