FeH,v_phi,label
-1.9762088710157404,29.05020759303766,3
-1.2404249751298038,187.2250040066384,2
-0.6060801203851303,105.84998490694063,0
-1.8472625667370786,21.457025419929135,1
-1.5506590489265961,1.4846258484235015,1
-2.094039773371003,60.53013541262317,3
-0.9768435689169925,101.90409309186315,0
-2.528108074187941,-52.92794422060234,1
-2.43144460283182,42.67202713014531,3
-1.3204599817631226,122.0636496425992,0
-1.795780147282913,38.8054724332155,3
-0.5475361808520927,97.85703957427961,0
-0.9845769053506953,200.9769977092719,2
-1.2309291086244443,102.7020979845002,0
-0.692962237389183,77.87581079620995,3
-0.7830716879280553,84.43231574536765,0
-1.5031380437696846,50.019143928327864,3
-0.7933731942029485,105.71752321309089,0
-1.1669575264181884,165.18584604766744,2
-1.0623104355247097,51.13008654833561,3
-2.5558676631778976,34.88328713843899,3
-0.575272603240274,100.10491937687128,0
-1.9474323496025994,37.89066867717013,3
-1.6257305562084143,70.96692828626487,3
-2.177118045559453,20.75720349894143,1
-0.6061718347588014,140.4464873586169,0
-0.5486177352188766,69.98080250545365,3
-2.5118499573966133,32.603334719874425,3
-2.108470608427943,29.921044413630952,3
-1.066728426021466,148.09322159726716,2
-0.6827179276052909,125.52989370726081,0
-2.9015973781221294,71.35856641810079,3
-0.7758294741831024,108.61624903787902,0
-2.231339549140487,62.57094677994757,3
-1.253852543890508,196.12502713839405,2
-2.101075789148597,30.121769606044843,3
-1.1363569283922692,-4.368012771856016,1
-2.311421471938343,25.982755589536183,3
-0.767096769557934,99.0219857941594,0
-0.7323274550963667,115.55644415918678,0
-1.5825664801806778,35.63093507909154,3
-1.0737128523494301,200.34476750659047,2
-1.3895764595669646,185.41842564594154,2
-0.8974162374237885,41.110948525610496,3
-1.37638565163537,-24.007583687619352,1
-1.1483955867308415,164.98449878230693,2
-2.1109445916320038,5.779208611842627,1
-0.7845044077852348,147.7762433861108,2
-3.020350870299294,-2.66370411952553,1
-2.5739654026701047,3.6006956154638914,1
-1.4985505444620744,-33.011386665484295,1
-1.887868838465564,158.419771836065,2
-1.4806297462741291,119.28210442941769,0
-1.872489702881001,54.16489029739704,3
-1.5022661326251086,-10.891306021352836,1
-1.5297376452959006,92.20250967787791,0
-2.12200266293663,22.51497024040855,1
-1.1786595561560338,142.7582495475063,0
-0.8983246643838024,95.92759961685599,0
-1.9559416624902888,-6.611853347206125,1
-2.1645505424588234,12.214313841610688,1
-1.7204506184258788,8.446814842374296,1
-1.4088931544473717,36.83153255183123,3
-2.553250956795969,10.158651357547102,1
-1.6714669425639703,128.13444777521752,0
-1.0857729958552378,111.07055411665351,0
-0.599817227839166,154.59297416580682,2
-1.0448110264941026,178.15170777845373,2
-2.7412270355890977,24.530463264795998,3
-1.5455211718686692,-9.526255360950923,1
-0.18721757890630453,99.98770097489765,0
-1.7954712908086041,70.42510804598427,3
-2.1509202104433087,24.811439641967723,3
-1.9884609334549366,23.06080070080099,1
-1.7978757152488927,37.82915386627038,3
-0.7178255309123973,88.39943569455522,0
-1.4655806690946704,181.63687978532474,2
-2.361138945673804,29.39131359839467,3
-0.8862980703367185,112.16814966776778,0
-2.630267785350676,25.809696937093165,3
-1.0179207837280206,85.06388900256266,0
-0.7509879771006813,167.77946550352658,2
-1.7125117623092023,-19.433527980868433,1
-0.9997976095057737,156.93328812436488,2
-0.5939466587085607,123.38842707622926,0
-1.139073867050414,170.93529309767843,2
-1.5059886340497086,-30.815591847662226,1
-0.8584416242283919,135.60928844564,0
-0.4523856706329208,121.785366593981,0
-1.921079877178757,114.00547565105028,0
-1.3990574678448184,21.151972924856324,1
-2.70639661579664,-22.43559436768458,1
-1.3582540320684657,128.01331103639777,0
-1.1474739333500679,105.23972555320127,0
-1.3698000343163617,42.50172091642654,3
-1.282902881451035,116.68584904185946,0
-2.091087119585802,38.34760448285671,3
-1.2495080336480884,231.08603336504675,2
-1.7666440763910825,41.825754981780634,3
-0.542343982711582,78.67409943954613,3
-2.232164472637372,75.90985291562097,3
-2.2043444560102574,15.650119929448806,1
-2.101226548518715,-17.926729262222487,1
-1.04161273708663,146.4183175637694,0
-0.17137098336692314,112.40642793845576,0
-2.0541509140937415,15.859506578819818,1
-0.8247869144897298,116.32984226407403,0
-0.38520317881178334,127.85431846883019,0
-2.2663657042451373,37.78957637553458,3
-1.3781645469589856,157.35006908860117,2
-1.1190680094740435,147.88275322334385,2
-2.141276817996189,59.93381653497527,3
-0.45767926113167784,132.54011517606753,0
-1.539913703307225,22.08367360184836,1
-2.5032530657894316,-13.59356096621186,1
-1.453994320427062,39.06389761308668,3
-0.7789525307948691,21.585171109126012,1
-0.523634581160151,96.60554624330425,0
-0.5247103766151278,233.7274136165599,2
-1.0498883708895301,118.22267331988317,0
-1.5698699731213623,64.77200114146194,3
-1.3801279364541157,130.02017543203925,0
-2.095672746128415,6.593719738162845,1
-1.9467253099646917,32.607048629715806,3
0.007634299962592572,133.8851474969517,0
-1.389899691272996,199.22928382449933,2
-1.5565630148977707,233.05936644245978,2
-2.21330734908477,54.62768213531243,3
-1.314941808583118,199.52134818654343,2
-1.959914853722718,40.884005049481885,3
-0.46824260009447133,125.71342506198377,0
-2.3233123888785934,40.04479606533867,3
-2.45215523174022,47.502391433177195,3
-1.2845775536577666,113.9742352426149,0
-2.693195929888538,89.47812034120491,0
-1.8825062226340832,27.311177640469705,3
-2.03757776274958,5.205230164659959,1
-1.2274989724719485,67.64932395586898,3
-1.6665463901925737,71.71743218290635,3
-1.9170714632997599,158.82945720512342,2
-0.9095900738435447,183.19308101235887,2
-1.4631635686087623,-11.431701965251246,1
-1.1127737743492139,133.83599863170576,0
-1.1885130989989825,-25.176838306900237,1
-1.348203664877809,50.81187547334453,3
-1.4092337504959116,34.05452989735008,3
-0.17349810756482775,114.97270296360122,0
-0.680164809356721,76.36354132432035,3
-1.7475144484279777,4.757301512634122,1
-0.691970604685352,133.07879491811647,0
-1.8811356844408689,-3.1500927109088437,1
-2.380211743468353,27.39367286974855,3
-0.9366943737057175,196.9574051964663,2
-1.8123051586412973,22.173796441894684,1
-1.8220822635204357,-16.7656027467851,1
-1.1175435670778697,184.25695076297754,2
-2.3429023895272074,15.563503710385058,1
-2.3134302278583667,53.237743481899834,3
-0.7342584943081677,106.14598747749052,0
-0.303363192513971,97.18392056654416,0
-1.8803210222135205,213.0873873620653,2
-0.3768858204281041,124.48461882257185,0
-1.6828842535130086,-31.70418081942556,1
-1.9540073111910083,-10.60494669723403,1
-1.6671854325762194,-5.208877160063622,1
-0.8303751158360216,37.328997008743094,3
-1.4184761814317963,-10.269862453026573,1
-1.6823166179658229,25.652113249015404,3
-2.429171582308285,1.213635706907894,1
-0.5182284980994399,113.43409920911897,0
-1.4549387205007493,27.108508302918736,3
-1.725245334087321,17.37759084634416,1
-1.154193007179366,137.47384195221068,0
0.06251732370375396,159.40185061861536,2
-1.30615154341716,39.92405712753948,3
-1.2169417854170141,146.7071605516743,0
-1.288709757352655,29.688200511487764,3
-0.9725564304744811,60.91997956606244,3
-1.495979431373039,100.0222124873655,0
-2.154151051792562,-14.708249027860205,1
-1.925985524775282,-10.844307652591251,1
-1.1931616416470558,208.1196354313479,2
-1.7706964312607285,-9.465137225286185,1
-0.23132871191461024,100.77498767187542,0
-1.0965480845118027,145.9771784973266,0
-1.8855467489390367,20.212584720288206,1
-1.2251101032035168,61.925588071251326,3
-2.1605313325376616,99.61595475221984,0
-2.1318927946774524,29.71263086098959,3
-1.0582447104900436,53.81416876496465,3
-0.9972105079075742,89.65271607899635,0
-1.9128214735321514,37.10001514712533,3
-2.2554201885661738,37.97283971500667,3
-2.2811454350105778,-5.647011215386865,1
-0.6360174970026762,147.17457471780796,2
-1.8477980044104858,35.575592787869084,3
-1.1074474538415353,144.48424479090266,0
-2.613386308307728,70.25916704607579,3
-0.9951575155396527,157.2434777793993,2
-1.3639763363797088,38.0034265636295,3
-1.017092612848772,123.66478834856174,0
-1.6011540176100139,-16.950475113333184,1
-1.9809606110962397,38.75879800352858,3
-0.8898604588103209,115.81218994014691,0
-2.3092077198291983,-27.439498570706952,1
-1.5460613344300875,46.52191765964457,3
-0.962685291738458,130.1769714751886,0
-1.5166706520062527,173.9216262735292,2
-1.8926531596684792,223.69744699424388,2
-0.8881258831082364,220.1071317680047,2
-0.6052310776592809,113.39122977517776,0
-2.091615929842031,16.39426655811919,1
-1.9064575341098462,61.469358974535,3
-1.6573681978554116,39.08767534755228,3
-0.6119538050848283,-36.49589130029492,1
-0.8365832710535535,109.07275461821853,0
-0.4097108406803233,98.88045927317278,0
-1.1244013518625002,39.948991198635696,3
-0.1716158189594581,162.93646592814164,2
-2.6967231450736073,-1.1550233251917845,1
-1.660241814454473,32.649514529189005,3
-0.8009584391275615,140.73626669963528,0
-1.7597447617745812,47.050527826198135,3
-2.700213435676743,39.491202154464894,3
-1.12232963698474,98.02014578484516,0
-2.013532975501584,0.5798639256021794,1
-1.1812909740539337,118.94636105820202,0
-1.9478105854349874,-19.422356287813137,1
-2.094000460352609,20.351931875780167,1
-0.7090978436506334,139.5308421118803,0
-1.3943963160006043,4.255180471078766,1
-1.884049373401943,22.28667874987572,1
-1.3060474356303065,146.71589894789304,0
-0.8568698083844488,88.01445911574541,0
-2.305544446743218,34.27399176264453,3
-1.7547718683910238,79.04659902301569,3
-1.6072031240508518,146.614341925928,0
-0.42248531391716154,141.7252600343363,0
-0.5848077833468921,126.34224609515306,0
-1.337528927031827,30.47028476778292,3
-0.963697984284317,12.93869715497695,1
-1.2729882648097512,1.1091695393891001,1
-1.5212171148209592,243.66545732159574,2
-0.9270066645297156,129.07774671012945,0
-0.88608828741785,182.43134696650355,2
-0.7433581770020686,124.94312920244998,0
-0.7041996455552747,107.13447443814958,0
-1.8918940727984868,-34.56760205628359,1
-1.9219176626426067,27.925611237860913,3
-1.8654949817587276,4.457160584986523,1
-1.738768678472003,41.29698397279603,3
-1.5695350972669844,11.944365167914576,1
-0.6614184465363919,120.8810021524267,0
-0.7845113012132499,121.73072242719394,0
-0.0407618366866922,77.34029138990725,3
-1.4517193817073317,170.54712577377578,2
-2.457394602296501,-3.3574710096111,1
-0.6436311598121264,139.0350899009835,0
-1.4398291015500448,38.18069721183579,3
-0.4669915347332744,164.45486023918005,2
-1.3570653306358584,40.21945819789863,3
-0.5733052350891681,133.17820290780506,0
-2.3963682899901984,-0.5273728489609475,1
-1.5531171430734376,8.283133214802998,1
-0.697117818349066,162.19857078831217,2
-2.4738459742810694,10.19235347680984,1
-2.2461987226102442,46.49480923110552,3
-2.570863885108604,-1.766152100523847,1
-1.2545871330654625,88.69997022978657,0
-0.841975394038836,155.29758023715158,2
-0.8066738265381973,134.70685145654483,0
-1.2116287537262267,77.35933266648343,3
-1.4740530600927186,61.26889749283541,3
-1.944481541743439,36.50164248451022,3
-1.0459800701610287,132.48981112397763,0
-2.1578976871533047,50.25143636426279,3
-1.5565272282905023,32.85391899053252,3
-1.4630650671055605,27.00382966633304,3
-1.495341139070535,133.01361835653023,0
-1.1496728464329586,-8.622842041638613,1
-1.2169012917452775,183.25826288592674,2
-2.061958743627467,26.641889994892885,3
-1.2072782013167804,114.8161341814536,0
-1.4592447339774275,13.999743121682172,1
-1.8649497696939634,37.99538943218022,3
-1.9153890545790373,11.03529459755273,1
-2.147322097373536,76.76284075538416,3
-1.2398519004893596,45.478822663700825,3
-2.3548612971315652,85.77775509423995,0
-0.7519422841709849,121.55454963940791,0
-1.375965782174589,58.64265211749919,3
-1.9318117413637814,47.02173231956817,3
-0.7354944276161348,117.640633375913,0
-1.1230035522831177,78.33920764646476,3
-0.6640460422313792,115.97787576072673,0
-1.936971954284156,26.623728381283815,3
-1.1777690369029472,152.83966930693515,2
-2.0714873539276275,-9.13824722832269,1
-1.6624968549662875,1.577614857341434,1
-1.6586446955248384,28.207090387146835,3
-1.9105994532021642,83.82163092764934,0
-1.3430031455420675,151.24296556896954,2
-1.8092509989823886,22.309673889389572,1
-1.3250210139843728,127.44038576763371,0
-2.1390125439474343,-51.825043684006445,1
-0.8229252117814784,152.7520262941028,2
-0.574415843557295,160.39478707776047,2
-0.6220447924834588,149.1088841211399,2
-1.8142169787075204,38.227100271541744,3
-1.8177407081239172,33.44426999881101,3
-1.372579140336031,-20.927936176925016,1
-1.4215142390763842,48.7715774479141,3
-0.8723888555619058,109.52553492611823,0
-0.9032474672196855,142.02677519435838,0
-2.1316268838276735,29.6178919440329,3
-0.7918959174079028,74.28955322344282,3
-2.241280161447862,49.15080225045518,3
-2.8134515625878986,-11.815617397383836,1
-0.837285444216233,184.46177245141345,2
-1.7709128066997608,32.7620652978707,3
-0.6499443648238938,126.53112344131199,0
-2.0699643976833713,-5.246627027352556,1
-0.16098612356453723,137.6844668938661,0
-1.4258505585118857,10.66405047676217,1
-1.6615021807377532,164.1818365325535,2
-2.748012509021831,-26.5249909087973,1
-0.23456281849600158,83.98569351984301,0
-1.1405414513356764,44.47341690095653,3
-1.5475801318843212,1.6724591612274224,1
-1.8776761744525488,10.551740854528937,1
-1.0655879365596055,176.5166432671427,2
-1.934326053870702,-13.802444548415863,1
-0.7963340210344463,138.09316285867737,0
-0.7708131647352338,87.44794695523044,0
-0.807394346541416,135.14227443165896,0
-2.580157186535919,37.030426175859844,3
-2.1273678595103163,83.09104788646086,0
-0.9844370235864315,109.0366231561233,0
-0.5928672654245912,100.9291403091564,0
-2.1641924863920075,4.127429606546892,1
-0.4932307363873095,134.328533541049,0
-2.2692069856256056,31.653223555694716,3
-0.3740212388491601,101.3049391999902,0
-2.2438394536307227,-33.667201449619526,1
-1.411503704374111,64.97368161987583,3
-1.222481833122228,204.2456331994104,2
-0.7651858041875851,181.05089204053309,2
-2.3766680081877025,2.20745631805784,1
-1.2148312021756094,148.31160361509222,2
-0.5983684876786772,178.50954907194782,2
-0.7042436353531624,150.42020329907734,2
-2.180267381476188,-10.818003337575764,1
-1.32627828948504,92.67135819041019,0
-1.58646896351003,151.39190723055987,2
-1.5595395887940762,84.04173484087156,0
-1.6525126247705741,25.478862170004277,3
-2.085564698817158,73.27230921512918,3
-0.6410175489315929,81.46449714228606,3
-1.5183014463506228,75.43253972317444,3
-2.626420031084754,12.112539344372427,1
-1.2902826358422064,17.576660062040652,1
-1.2101241845191009,15.120647625850857,1
-1.1732454752975043,-13.690133976394996,1
-2.399187285628031,5.536466210817736,1
-2.254714617709969,4.615887304589261,1
-0.5054635957242548,120.05419127086114,0
-1.3058975747778108,66.54596180233918,3
-1.7550734860164816,99.70941832666712,0
-2.386294600608104,-28.780510321652635,1
-0.9038104072006747,118.4186745865429,0
-1.2156079772614188,142.56663506598986,0
-1.0696910051313828,138.0651497283573,0
-1.7591968653574936,86.25417246248247,0
-0.91515706131566,110.83938862108268,0
-0.6205328607263343,102.134790160625,0
-1.6199649477322795,31.32343098415498,3
-0.953841986217857,113.28974401412965,0
-1.4462793991457898,-52.861522225410894,1
-0.8943905041519392,103.38405758559574,0
-2.2467143898136386,39.721038008179235,3
-1.3839636463830642,150.1883696648783,2
-0.8731584910511263,157.79158604089463,2
-1.3707307379977476,-3.836697684347893,1
-1.3807626793449677,200.8561302274599,2
-1.5799026957632674,-11.900248260336902,1
-1.6636327220874978,62.47028024133616,3
-1.6849492934163934,21.132227697811253,1
-0.9304134548450826,86.64888299953574,0
-1.4908412409056462,16.57562731251562,1
-1.1706160153351755,179.96201697084155,2
-1.4180433382617401,152.20318469767267,2
-1.152877889418979,0.3556291496429971,1
-0.7643269362838984,104.04730607661688,0
-2.0494553901287076,46.732017280486915,3
-1.632180829776044,194.1164928730564,2
-1.0229088900301537,212.09871135305855,2
-0.7947388210292822,139.75219560347,0
-1.3683119109981134,197.848612837118,2
-1.5094967702796311,58.25318476959191,3
-2.4707535166543644,11.024478084062554,1
-0.5971722579913963,130.36331391907302,0
-1.0279590548273754,157.023762582252,2
-2.2951720619741374,-18.884088450413977,1
-0.7258373827796312,138.72436272057905,0
-2.0535784002580946,13.532552270225407,1
-1.3117570896575246,17.01179332396014,1
-1.9863546793431104,94.367952804665,0
-2.2344497157566137,25.88984050467063,3
-2.602130113877925,67.00918308730229,3
-2.0104833540171683,29.863788665444844,3
-1.9520937611416471,18.376655377992066,1
-1.6077332555142387,47.827538678593385,3
-2.447269380522418,4.28819803508523,1
-1.3657666687911267,54.74599488275547,3
-0.8343435720353662,86.3316550240612,0
-0.5666949318858328,104.29775740880433,0
-1.410160387750016,43.09378104515526,3
-2.9753891480377006,27.634416182484127,3
-1.7526274524178822,-9.826486735873381,1
-0.7957179585516769,64.01241480401427,3
-0.9156515746892857,151.612683586141,2
-1.9088886044067919,-51.41135089328243,1
-1.8383098063153251,32.61735832101445,3
-2.1294292618518695,-11.607701239199876,1
-1.8675338743384249,11.443504727398684,1
-0.6792937931017012,138.30299732272348,0
-2.744125978719885,13.650470909588634,1
-1.8277957864960144,96.1368662959433,0
-0.9264559169499686,234.77066015539384,2
-0.3566651998275466,114.58908220819501,0
-1.0138333441449905,108.9542072818993,0
-2.208249058620824,14.700129988436757,1
-0.4655729829956348,98.89361869678925,0
-1.8787319126455597,45.6889204816527,3
-1.8605869194622486,161.20940233912387,2
-2.6365266929063793,35.49222733739299,3
-1.3809076416607986,-43.16457345847226,1
-1.3924245747038289,169.9621895368279,2
-1.8473223272239598,28.726234992465052,3
-1.4523433538922386,148.33677402011398,2
-2.145264114783398,58.52876527894518,3
-2.7734999924586234,37.69846583592376,3
-1.0371053217110568,101.94533909915484,0
-0.6878857449751173,146.30084049401074,0
-2.0088983009513974,18.92254547686642,1
-1.6898744896380067,65.64262374419374,3
-1.068172165615709,116.24449935085833,0
-2.174053279882979,52.952650410657604,3
-3.1151365996887623,86.99580442583658,0
-1.3156073580574308,31.353293795881875,3
-1.134488838249018,125.76266173871933,0
-2.758762190104992,55.63460356616734,3
-0.7537038792679002,124.78469261477927,0
-1.6180331127439835,53.040410448782026,3
-1.0700960164252125,56.66490461382741,3
-2.1435650542694225,1.219154636367179,1
-0.7400209016996253,118.26868177381725,0
-1.3677583367019404,134.95724346105905,0
-0.5717112680748943,94.4732454999498,0
-1.6210380817936598,13.773424733739217,1
-1.4716551771108746,213.67997417062924,2
-0.5326761907862041,116.28991348491998,0
-0.31081318720824225,161.40133193879166,2
-0.7669104134943633,144.15863636975342,0
-1.8197265051862213,5.598497505919433,1
-0.9862526559683475,149.00821098639304,2
-0.8367106373013389,184.58483204228833,2
-1.408958468052494,88.97868645838561,0
-1.6772950867829788,24.861868650053033,3
-1.766390969592204,28.305571080341906,3
-1.650047899545393,45.66939766451743,3
-0.8779356375115056,124.99095769671175,0
-2.0417502625588786,43.736765627867534,3
-2.2949884097171545,19.60060637729612,1
-0.9437710482782136,203.85206254126177,2
-1.0289091886102415,108.8255488420996,0
-2.3829164037612847,42.044802124615615,3
-2.0066331475013732,15.272688477974887,1
-1.0332704544685616,151.31492097899402,2
-0.8569695067924843,66.80926507601055,3
-1.7468511166862335,40.41199015138368,3
-1.872004053712691,44.61329059448946,3
-2.178787631623126,-20.08043142070661,1
-1.8031865640249423,27.913696190346695,3
-2.233908252937928,-1.0641038542760768,1
-2.4815234775853807,19.202710316285135,1
-1.278724042870812,130.58474720734702,0
-1.8525388812030528,86.42902726177385,0
-1.471889133732857,17.037135482253074,1
-2.5644528395731516,-15.93614541864789,1
-2.033804680840518,54.37408408854503,3
-0.48322488836823546,73.02420801549033,3
-2.556547339951204,71.84119613139366,3
-1.8438257098586621,53.430062859031025,3
-0.5385994490300423,130.10212359631262,0
-1.8058488259593266,-14.608933987736215,1
-1.660854522802941,121.048685740318,0
-0.6492207096888447,117.28600302422119,0
-0.9613176357450811,108.21740364568213,0
-1.5837508112169854,90.3929199940259,0
-2.1169865187693127,29.449047044336332,3
-2.5468781886253304,-18.05593386527761,1
-0.9232813384828426,195.3689556983647,2
-1.1495372661067822,202.78435132493743,2
-1.567708178376225,10.738235533816976,1
-1.2327327640870376,17.575010484517716,1
-0.2355287805549473,92.94969676084605,0
-0.30478595513991963,96.82969305664537,0
-2.435273694219361,-6.667574663283805,1
-1.0820398522667758,90.72548194490759,0
-0.6162702469981137,149.78523563107495,2
-2.0314102217560714,9.343489881272298,1
-1.0897160957062981,130.14664952307373,0
-1.9932496292150543,24.937578215613588,3
-1.345194197839556,197.0328783738104,2
-1.0686106981214398,143.59666895818268,0
-1.6698236915408096,70.77943759423869,3
-1.3526819195287303,0.1348542798892467,1
-2.295016363177812,24.48585700507276,3
-1.1329815367009004,147.31204389879076,2
-0.8854220420257528,44.66276453391045,3
-2.5110051321130715,26.44262203408789,3
-0.6195794284629614,214.20729789642752,2
-1.0248592133696737,127.47295307794919,0
-1.7000706262521472,194.1508996021087,2
-1.2585245568161278,183.2243574063489,2
-1.1498674023258544,161.47127260603818,2
-1.3103914981941642,157.7585053346043,2
-2.109840892353568,-25.950034774538835,1
-2.266978208386698,29.9102306589102,3
-2.1654923836259603,9.116795065844006,1
-0.6733402826703967,157.72943437200314,2
-1.6286334014896162,202.69589211154735,2
-1.2392844399415912,14.33608982679673,1
-0.847244974178515,152.77310975820538,2
-1.3876334746847137,201.25466318466167,2
-0.5891366044931909,185.7792646008383,2
-1.2280420786977584,102.7763221204259,0
-1.2792875046942118,162.16355091334023,2
-2.5158526219282313,63.70599304520272,3
-1.4759537468248347,8.113940675551696,1
-2.2116924423131152,70.73170081541602,3
-0.42463279137302934,126.2482848751321,0
-1.13411656440754,26.524446985723486,3
-1.0220824073737826,133.08178563079858,0
-0.9397714647300408,109.15836134162313,0
-1.4435928437263086,67.55883049433919,3
-2.005492275000433,62.40079276812379,3
-0.5804829014951309,119.37054949892335,0
-1.1223056444358885,17.946834654926842,1
-2.3013016910650737,64.12898716823526,3
-1.8859927048930014,-6.260056701586109,1
-2.125647503931853,-4.33860587718728,1
-2.6696664510561594,35.23091097248064,3
-1.731310902705115,32.277742606865104,3
-0.5751448940637091,123.45290463708537,0
-1.5708484886221687,17.160155057760264,1
-1.0120129984659711,202.51628224935567,2
-1.724431379658911,-20.339589902176442,1
-2.068829088311846,4.384018450163776,1
-3.2575556003228234,-32.09941993048304,1
-1.1182530229424303,130.83917789062517,0
-1.9870291331957284,-10.664164055460414,1
-2.09090942145038,23.04740964916001,1
-2.0126167514773385,13.678810561782914,1
-2.3026284073169885,23.944317122947513,3
-1.6898230602140585,-27.298149779092952,1
-1.310510406054822,-19.407852441289464,1
-1.1135619953274678,122.35155328106597,0
-2.020524219165314,61.58185826968542,3
-0.9172001331831727,243.64421924236512,2
